0.0060215066	-0.007553795	-0.022045612	-0.123486474	-0.090552606	0.057451315	0.010217672	0.021801721	0.008201644	0.03747506	0.032461032	0.0035602895	0.0801437	-0.07242972	-0.026546005	0.03756846
-0.034827527	-0.022952432	0.037133086	-0.1315872	-0.07341934	0.038700253	0.014673297	-0.04374957	-0.013995314	0.009012902	-0.011316866	0.06283319	0.021970652	-0.02224131	0.0375484	0.042046335
-0.035975005	-0.05575228	-0.008168705	-0.092830636	-0.086138934	0.0115069095	-0.011418806	-0.015786115	-0.030231168	0.0771067	-0.009974883	0.013853175	-0.037407	0.032205116	-0.019925013	0.063226834
-0.041210473	-0.017291265	-0.050241567	-0.16153067	-0.066235594	-0.044795454	0.041958258	-0.03503787	-0.05001045	0.045877982	-0.0074239224	0.0023428279	0.021704257	0.0064450325	-0.034033168	0.08123292
-0.005708341	-0.057773106	-0.09753615	-0.0754316	-0.06281835	0.039264146	-0.0571789	-0.042634197	-0.006852495	0.0068894555	-0.060151897	-0.07882921	0.04920328	-0.05158541	-0.00768384	0.086210385
-0.042971972	-0.01639754	-0.0896175	-0.035577793	-0.021600373	-0.010748996	0.02283717	-0.042012345	-0.11135018	-0.0033233245	0.005755412	0.05859973	0.016950205	0.046901256	-0.029728925	0.027391238
0.018936362	-0.051279794	-0.04156831	-0.028653938	-0.1406398	-0.0076116	-0.026495758	-0.07206033	-0.023237025	0.03754371	-0.030178383	0.054263942	0.05276275	-0.03094492	0.004801032	0.1226542
0.02058977	0.054588426	0.007453882	-0.08338283	-0.120368905	-0.025171207	0.021517744	-0.0680576	-0.06803685	0.042795885	-0.008879741	0.025334416	0.00074529037	-0.0068486207	-0.01903513	0.11106246
-0.04944623	0.02203152	-0.00868562	-0.07564127	-0.12568782	0.057307806	-0.0027145857	-0.01900724	-0.01908059	-0.015617139	0.00816654	0.015104954	0.021505008	0.05146405	0.00905498	0.025866728
-0.00014257742	-0.060957577	-0.030857153	-0.063607335	-0.09666553	0.05382499	0.023301758	-0.056048825	0.035361305	0.048519462	-0.04830287	0.044136096	-4.3548243e-05	0.0027812424	0.011218402	0.049022872
0.09123951	-0.0075905407	-0.039484832	-0.11914403	-0.13592398	0.11142069	-0.029330408	0.037261236	0.03666764	0.028412085	-0.00060012797	-0.006816994	-0.04010345	-0.030037433	0.024355702	0.036742706
-0.002008645	-0.051353768	-0.012229314	-0.18428761	-0.025059322	0.047619864	0.009864074	-0.011611962	-0.015380496	0.037526377	0.04434561	0.032088462	0.089127816	0.01979138	-0.02498424	0.10418525
-0.005764091	0.034596354	0.018528752	-0.14304247	-0.13057074	-0.019089323	-0.010230217	-0.034405958	-0.019864077	-0.033881865	0.0022521697	0.052960984	0.012335985	0.047681846	-0.028322512	-0.011938409
0.057447247	0.044546194	0.054458424	0.029856944	-0.06763705	-0.040276043	-0.10517788	-0.08702665	-0.06103151	0.012146917	-0.008819107	0.044749882	0.114055865	-0.0020944886	-0.032305934	0.10592328
-0.019459054	-0.05662796	0.058658164	0.011644349	-0.12057594	-0.013824331	0.06573258	0.013130435	-0.004887506	0.054726493	-0.057000358	-0.0032973848	0.008272177	-0.053828128	-0.027199347	0.11454733
0.009927002	0.0040014135	0.010158859	-0.013543869	-0.046653688	0.012600579	0.016472219	0.038327362	0.012734107	0.079768926	0.12716834	0.018196609	0.059109587	-0.030803908	-0.05579651	-0.055576894
0.017399764	0.048391096	0.0077163763	-0.07087894	-0.0725147	-0.024894455	0.046525635	-0.058652047	-0.0075116893	0.09115736	0.05166121	0.055591635	0.06485768	0.024948927	0.022065397	0.08881605
0.0016839517	-0.0052773454	-0.015229894	-0.09630138	-0.05113575	-0.06529202	0.009888408	-0.09477478	0.006720399	-0.07965927	0.069152504	0.0538965	0.0333304	0.020073546	0.059389632	0.045860842
-0.0027068937	0.018927837	-0.14997281	-0.1593921	-0.054784387	0.010115214	0.014349854	-0.009406371	-0.07354399	-0.008087508	-0.015851311	0.010590446	0.056353685	0.0038107068	0.055864204	0.055333007
-0.011431985	-0.11172715	-0.07327092	-0.23538743	-0.07660981	-0.03221051	0.0022094587	-0.1171094	0.021361614	0.021443808	0.0043829395	-0.014440898	0.007625379	0.012020142	-0.011401114	-0.06826529
